Session_ID,Player_ID,Player_Name,Session_Date,Days_Before_Match,Next_Match_Date,Next_Match_ID,Age,Height_cm,Weight_kg,Position,Exercise_Type,Duration_min,Heart_Rate,Respiratory_Rate,Body_Temperature,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Steps,Strength_Score,Agility_sec,Endurance_Score,Jump_Height_cm,Shooting_Accuracy_%,Dribbling_Speed_sec,Passing_Accuracy_%,Defense_Rating,Focus_Level,Weekly_Training_Hours,Load_Intensity_Score,Fatigue_Level,Injury_Risk,Injury_Risk_Level,Recovery_Time_hours,Performance_Score,Team,Team_Code,Season
FFS_20231218_1693743352_22300376,1693743352,Théo Garnier,2023-12-18,3,2023-12-21,22300376,24,185.4,83.9,Guard,Cardio,107,139,19,37.1,0.24,0.49,0.79,0.62,0.64,0.42,5476,75.2,3.47,94.8,60.2,50.0,3.81,97.1,8.5,6.5,26,7.0,Medium,0,Low,20.8,78.0,Foufous de Sochaux,FFS,2023-2024
FFS_20231218_1658085736_22300376,1658085736,Vincent Beaumont,2023-12-18,3,2023-12-21,22300376,20,223.5,106.6,Forward-Center,Cardio,107,120,23,37.9,0.61,0.81,0.84,0.36,0.36,0.68,5503,92.7,4.85,86.8,68.5,50.0,4.81,72.5,9.3,9.9,31,7.0,High,0,Low,59.8,78.0,Foufous de Sochaux,FFS,2023-2024
FFS_20231218_1664883672_22300361,1664883672,Zacharie Dupont,2023-12-18,1,2023-12-19,22300361,27,205.7,113.4,Forward-Center,Free Throws,60,147,21,36.6,0.6,0.37,0.47,0.7,0.5,0.73,2582,97.9,5.14,86.5,57.2,50.0,4.78,73.1,7.8,9.6,19,7.0,Low,0,Low,49.0,76.0,Foufous de Sochaux,FFS,2023-2024
FFS_20231219_1689882668_22300376,1689882668,Blaise Schneider,2023-12-19,2,2023-12-21,22300376,21,193.0,86.2,Guard,Shooting Drill,100,165,21,37.6,0.23,0.44,0.85,0.52,0.41,0.5,5111,80.4,4.32,82.1,64.2,77.9,4.13,79.7,7.2,8.7,19,6.3,High,0,Low,28.3,78.3,Foufous de Sochaux,FFS,2023-2024
FFS_20231219_1669630158_22300376,1669630158,Cédric Yilmaz,2023-12-19,2,2023-12-21,22300376,29,200.7,104.3,Forward,Shooting Drill,100,135,17,37.7,0.57,0.58,0.45,0.53,0.45,0.32,7433,73.6,4.81,91.4,62.1,50.0,4.49,78.4,9.2,9.1,22,6.3,Medium,0,Low,41.6,75.7,Foufous de Sochaux,FFS,2023-2024
FFS_20231219_1667808794_22300376,1667808794,Devon Palmier,2023-12-19,2,2023-12-21,22300376,29,185.4,88.5,Guard,Shooting Drill,100,122,19,37.4,0.25,0.6,0.57,0.61,0.33,0.42,3380,73.5,3.86,76.4,57.1,58.7,3.79,94.6,6.0,10.0,27,6.3,Medium,0,Low,49.7,70.9,Foufous de Sochaux,FFS,2023-2024
FFS_20231219_1655322242_22300376,1655322242,Douglas Hermans,2023-12-19,2,2023-12-21,22300376,32,200.7,102.1,Forward,Shooting Drill,100,163,17,37.8,0.52,0.25,0.66,0.68,0.7,0.66,4016,79.4,4.19,92.1,80.7,50.0,4.15,86.9,7.2,6.9,28,6.3,Medium,0,Low,22.1,74.3,Foufous de Sochaux,FFS,2023-2024
FFS_20231219_1691796009_22300376,1691796009,Jérémie Kowalski,2023-12-19,2,2023-12-21,22300376,21,203.2,104.3,Forward,Shooting Drill,100,151,23,38.1,0.26,0.76,0.27,0.77,0.32,0.57,7023,91.2,3.88,76.8,68.6,50.0,3.97,69.5,9.1,8.4,27,6.3,Medium,1,Low,31.9,74.8,Foufous de Sochaux,FFS,2023-2024
FFS_20231219_1687691235_22300376,1687691235,Lucas Dubois,2023-12-19,2,2023-12-21,22300376,25,198.1,99.8,Forward-Guard,Shooting Drill,100,137,22,38.2,0.49,0.63,0.87,0.67,0.35,0.35,3541,80.5,5.3,86.2,73.3,50.0,5.47,64.4,8.5,7.4,20,6.3,Medium,0,Medium,39.8,72.6,Foufous de Sochaux,FFS,2023-2024
FFS_20231219_1660138482_22300376,1660138482,Malik Benali,2023-12-19,2,2023-12-21,22300376,21,193.0,81.6,Forward,Shooting Drill,100,160,22,37.2,0.46,0.79,0.49,0.48,0.43,0.57,3692,87.4,4.16,79.1,75.0,50.0,4.38,76.8,8.0,9.2,21,6.3,Low,0,Medium,52.0,73.3,Foufous de Sochaux,FFS,2023-2024
FFS_20231219_1677279668_22300376,1677279668,Sandro Matkava,2023-12-19,2,2023-12-21,22300376,25,205.7,108.9,Forward-Center,Shooting Drill,100,148,23,36.6,0.22,0.89,0.33,0.43,0.78,0.67,3632,78.1,4.18,90.9,76.2,50.0,04.03,85.9,6.8,7.8,21,6.3,Medium,0,Medium,58.0,72.8,Foufous de Sochaux,FFS,2023-2024
FFS_20231219_1683395065_22300376,1683395065,Sékou Kanté,2023-12-19,2,2023-12-21,22300376,20,198.1,99.8,Guard,Shooting Drill,100,134,16,37.5,0.85,0.36,0.8,0.69,0.61,0.55,7624,69.9,4.75,89.0,72.0,50.0,4.74,84.9,9.0,7.2,26,6.3,Low,1,Low,21.6,74.9,Foufous de Sochaux,FFS,2023-2024
FFS_20231219_1658085736_22300376,1658085736,Vincent Beaumont,2023-12-19,2,2023-12-21,22300376,20,223.5,106.6,Forward-Center,Shooting Drill,100,143,21,37.1,0.67,0.47,0.42,0.4,0.79,0.31,4284,85.3,4.36,93.6,74.2,50.0,4.33,64.1,6.8,8.6,20,6.3,Medium,0,Low,38.3,71.5,Foufous de Sochaux,FFS,2023-2024
FFS_20231219_1664883672_22300376,1664883672,Zacharie Dupont,2023-12-19,2,2023-12-21,22300376,27,205.7,113.4,Forward-Center,Shooting Drill,100,160,23,37.6,0.83,0.89,0.57,0.67,0.48,0.51,5319,80.3,05.07,83.2,72.1,61.3,5.16,78.7,8.1,9.3,21,6.3,Medium,0,Medium,46.9,76.0,Foufous de Sochaux,FFS,2023-2024
FFS_20231220_1689882668_22300376,1689882668,Blaise Schneider,2023-12-20,1,2023-12-21,22300376,21,193.0,86.2,Guard,Shooting Drill,85,158,20,37.5,0.35,0.75,0.77,0.68,0.36,0.37,4980,80.2,4.19,93.0,56.5,84.6,4.27,82.8,9.3,9.4,20,6.9,Medium,1,Medium,58.5,86.9,Foufous de Sochaux,FFS,2023-2024
FFS_20231220_1669630158_22300376,1669630158,Cédric Yilmaz,2023-12-20,1,2023-12-21,22300376,29,200.7,104.3,Forward,Shooting Drill,85,165,23,38.2,0.27,0.45,0.48,0.38,0.52,0.35,6798,79.2,5.3,75.8,68.1,50.0,5.32,77.4,6.6,7.6,29,6.9,Medium,0,Low,54.4,68.3,Foufous de Sochaux,FFS,2023-2024
FFS_20231220_1667808794_22300376,1667808794,Devon Palmier,2023-12-20,1,2023-12-21,22300376,29,185.4,88.5,Guard,Shooting Drill,85,131,23,36.7,0.46,0.24,0.34,0.54,0.74,0.66,4167,77.8,4.17,90.6,65.9,57.3,04.05,86.1,9.3,9.3,18,6.9,Medium,0,Low,34.6,79.5,Foufous de Sochaux,FFS,2023-2024
FFS_20231220_1655322242_22300376,1655322242,Douglas Hermans,2023-12-20,1,2023-12-21,22300376,32,200.7,102.1,Forward,Shooting Drill,85,117,16,37.5,0.57,0.83,0.3,0.65,0.44,0.8,2787,72.6,5.26,92.7,67.7,50.0,5.27,79.2,7.0,8.5,20,6.9,Low,0,Low,50.9,71.5,Foufous de Sochaux,FFS,2023-2024
FFS_20231220_1686105743_22300376,1686105743,Julien Leroux,2023-12-20,1,2023-12-21,22300376,23,200.7,98.4,Forward,Shooting Drill,85,120,17,37.6,0.67,0.68,0.29,0.53,0.4,0.79,2876,77.6,4.16,77.1,70.0,75.8,4.3,75.7,8.9,7.7,30,6.9,Medium,0,Low,22.4,79.1,Foufous de Sochaux,FFS,2023-2024
FFS_20231220_1659116774_22300376,1659116774,Kevin Rousseau,2023-12-20,1,2023-12-21,22300376,24,195.6,90.7,Guard-Forward,Shooting Drill,85,170,15,38.2,0.3,0.81,0.4,0.32,0.78,0.78,6268,94.3,5.72,89.3,66.7,67.3,5.71,78.2,9.2,9.9,26,6.9,Low,0,Medium,55.3,83.7,Foufous de Sochaux,FFS,2023-2024
FFS_20231220_1660138482_22300376,1660138482,Malik Benali,2023-12-20,1,2023-12-21,22300376,21,193.0,81.6,Forward,Shooting Drill,85,147,22,38.1,0.67,0.68,0.41,0.61,0.47,0.67,5466,75.1,4.91,83.8,55.4,50.0,4.55,83.3,7.0,9.5,31,6.9,Low,0,Low,33.8,70.9,Foufous de Sochaux,FFS,2023-2024
FFS_20231220_1683395065_22300376,1683395065,Sékou Kanté,2023-12-20,1,2023-12-21,22300376,20,198.1,99.8,Guard,Shooting Drill,85,138,15,37.1,0.59,0.44,0.86,0.34,0.53,0.55,5603,81.1,4.11,75.8,60.2,50.0,04.01,87.4,7.4,9.6,22,6.9,Low,0,Medium,26.1,71.8,Foufous de Sochaux,FFS,2023-2024
FFS_20231220_1693743352_22300376,1693743352,Théo Garnier,2023-12-20,1,2023-12-21,22300376,24,185.4,83.9,Guard,Shooting Drill,85,131,23,37.4,0.48,0.67,0.28,0.54,0.49,0.73,5137,69.0,4.53,84.8,78.8,50.0,4.38,96.8,6.6,7.2,24,6.9,Low,0,Medium,56.7,71.0,Foufous de Sochaux,FFS,2023-2024
FFS_20231220_1664883672_22300376,1664883672,Zacharie Dupont,2023-12-20,1,2023-12-21,22300376,27,205.7,113.4,Forward-Center,Shooting Drill,85,168,18,37.3,0.3,0.24,0.82,0.71,0.43,0.43,5582,90.1,4.3,85.9,74.1,69.8,4.48,69.9,6.1,9.1,27,6.9,Medium,0,Low,36.7,75.4,Foufous de Sochaux,FFS,2023-2024
FFS_20231221_1689882668_22300398,1689882668,Blaise Schneider,2023-12-21,2,2023-12-23,22300398,21,193.0,86.2,Guard,Defense Drill,79,144,17,37.0,0.25,0.77,0.78,0.31,0.6,0.63,3462,75.0,4.25,87.3,66.0,58.3,04.09,82.4,6.4,9.5,25,7.3,Low,0,Low,52.6,72.2,Foufous de Sochaux,FFS,2023-2024
FFS_20231221_1669630158_22300398,1669630158,Cédric Yilmaz,2023-12-21,2,2023-12-23,22300398,29,200.7,104.3,Forward,Defense Drill,79,165,18,38.2,0.42,0.31,0.29,0.3,0.58,0.76,3115,90.0,4.49,76.5,63.3,50.0,4.63,72.3,8.9,6.9,20,7.3,Low,0,Low,38.0,74.4,Foufous de Sochaux,FFS,2023-2024
FFS_20231221_1667808794_22300398,1667808794,Devon Palmier,2023-12-21,2,2023-12-23,22300398,29,185.4,88.5,Guard,Defense Drill,79,147,15,37.2,0.57,0.51,0.87,0.77,0.79,0.37,6166,70.3,4.53,79.4,61.0,50.0,4.57,95.0,6.5,7.6,24,7.3,Medium,0,Low,54.9,69.7,Foufous de Sochaux,FFS,2023-2024
FFS_20231221_1655322242_22300398,1655322242,Douglas Hermans,2023-12-21,2,2023-12-23,22300398,32,200.7,102.1,Forward,Defense Drill,79,169,14,38.2,0.34,0.25,0.86,0.5,0.55,0.45,3238,96.6,4.96,87.6,81.4,50.0,4.74,78.7,8.3,6.5,18,7.3,High,0,Low,56.2,77.7,Foufous de Sochaux,FFS,2023-2024
FFS_20231221_1686105743_22300398,1686105743,Julien Leroux,2023-12-21,2,2023-12-23,22300398,23,200.7,98.4,Forward,Defense Drill,79,174,15,38.0,0.59,0.69,0.84,0.73,0.66,0.51,4312,79.9,05.04,89.3,74.9,80.2,5.37,80.5,6.9,8.3,31,7.3,Medium,0,Medium,48.4,79.7,Foufous de Sochaux,FFS,2023-2024
FFS_20231221_1691796009_22300398,1691796009,Jérémie Kowalski,2023-12-21,2,2023-12-23,22300398,21,203.2,104.3,Forward,Defense Drill,79,138,16,37.6,0.56,0.84,0.29,0.56,0.64,0.79,2512,79.5,4.89,86.3,63.7,52.8,4.93,78.0,7.8,6.7,26,7.3,Medium,0,Low,41.0,73.6,Foufous de Sochaux,FFS,2023-2024
FFS_20231221_1659116774_22300398,1659116774,Kevin Rousseau,2023-12-21,2,2023-12-23,22300398,24,195.6,90.7,Guard-Forward,Defense Drill,79,157,18,37.2,0.43,0.2,0.55,0.62,0.36,0.4,3099,78.0,5.9,90.4,76.9,50.0,5.85,80.0,6.1,9.6,19,7.3,Low,0,Medium,42.2,70.4,Foufous de Sochaux,FFS,2023-2024
FFS_20231221_1687691235_22300398,1687691235,Lucas Dubois,2023-12-21,2,2023-12-23,22300398,25,198.1,99.8,Forward-Guard,Defense Drill,79,119,16,36.8,0.6,0.4,0.81,0.33,0.34,0.61,5163,80.5,5.22,84.6,65.7,50.0,5.25,72.0,7.3,7.6,28,7.3,Low,0,Low,32.0,71.0,Foufous de Sochaux,FFS,2023-2024
FFS_20231221_1677279668_22300398,1677279668,Sandro Matkava,2023-12-21,2,2023-12-23,22300398,25,205.7,108.9,Forward-Center,Defense Drill,79,148,21,37.7,0.27,0.31,0.37,0.65,0.34,0.44,4048,79.8,5.53,87.5,71.8,67.2,5.66,73.3,8.0,7.0,22,7.3,Medium,0,Low,29.2,77.3,Foufous de Sochaux,FFS,2023-2024
FFS_20231221_1683395065_22300398,1683395065,Sékou Kanté,2023-12-21,2,2023-12-23,22300398,20,198.1,99.8,Guard,Defense Drill,79,160,19,37.6,0.73,0.3,0.57,0.48,0.62,0.57,2806,75.5,4.26,78.0,81.8,50.0,4.58,78.6,8.8,7.8,29,7.3,Low,0,High,41.6,72.6,Foufous de Sochaux,FFS,2023-2024
FFS_20231221_1658085736_22300398,1658085736,Vincent Beaumont,2023-12-21,2,2023-12-23,22300398,20,223.5,106.6,Forward-Center,Defense Drill,79,133,17,36.9,0.86,0.75,0.37,0.44,0.67,0.74,3728,78.3,3.97,85.9,56.6,58.3,4.16,79.8,7.3,8.0,28,7.3,Medium,0,Low,20.0,74.1,Foufous de Sochaux,FFS,2023-2024
FFS_20231221_1664883672_22300398,1664883672,Zacharie Dupont,2023-12-21,2,2023-12-23,22300398,27,205.7,113.4,Forward-Center,Defense Drill,79,151,21,36.7,0.56,0.47,0.85,0.51,0.65,0.41,3649,85.2,4.57,75.4,61.2,50.0,4.45,76.8,6.1,7.5,20,7.3,Low,0,Low,55.4,68.3,Foufous de Sochaux,FFS,2023-2024
FFS_20231222_1689882668_22300398,1689882668,Blaise Schneider,2023-12-22,1,2023-12-23,22300398,21,193.0,86.2,Guard,Free Throws,66,120,15,38.2,0.48,0.56,0.88,0.48,0.53,0.41,3866,74.6,4.26,84.4,81.9,56.9,4.25,85.1,6.2,8.4,29,6.1,Low,1,Low,25.4,71.3,Foufous de Sochaux,FFS,2023-2024
FFS_20231222_1669630158_22300398,1669630158,Cédric Yilmaz,2023-12-22,1,2023-12-23,22300398,29,200.7,104.3,Forward,Free Throws,66,161,21,38.1,0.84,0.66,0.59,0.35,0.55,0.76,3543,88.0,5.3,79.6,56.5,50.0,5.44,81.9,7.9,9.0,21,6.1,Low,1,Low,33.7,74.1,Foufous de Sochaux,FFS,2023-2024
FFS_20231222_1686105743_22300398,1686105743,Julien Leroux,2023-12-22,1,2023-12-23,22300398,23,200.7,98.4,Forward,Free Throws,66,146,18,37.3,0.23,0.81,0.21,0.48,0.42,0.63,4968,73.6,5.12,77.6,55.5,72.6,5.4,79.7,6.3,7.8,31,6.1,Low,0,Low,42.5,73.0,Foufous de Sochaux,FFS,2023-2024
FFS_20231222_1691796009_22300398,1691796009,Jérémie Kowalski,2023-12-22,1,2023-12-23,22300398,21,203.2,104.3,Forward,Free Throws,66,155,19,38.1,0.73,0.34,0.42,0.41,0.34,0.52,2199,82.3,4.17,82.0,63.6,59.0,4.14,86.9,9.2,8.9,23,6.1,Low,1,Low,38.9,79.1,Foufous de Sochaux,FFS,2023-2024
FFS_20231222_1659116774_22300398,1659116774,Kevin Rousseau,2023-12-22,1,2023-12-23,22300398,24,195.6,90.7,Guard-Forward,Free Throws,66,145,23,37.6,0.4,0.77,0.74,0.78,0.51,0.77,4124,79.7,5.31,86.4,78.9,50.0,5.33,75.8,8.1,7.2,20,6.1,Low,1,Low,20.1,73.4,Foufous de Sochaux,FFS,2023-2024
FFS_20231222_1687691235_22300398,1687691235,Lucas Dubois,2023-12-22,1,2023-12-23,22300398,25,198.1,99.8,Forward-Guard,Free Throws,66,164,23,38.0,0.4,0.74,0.69,0.78,0.53,0.75,4165,89.5,5.79,93.9,73.8,50.0,5.95,70.1,7.9,7.7,22,6.1,Low,0,Low,44.6,75.6,Foufous de Sochaux,FFS,2023-2024
FFS_20231222_1660138482_22300398,1660138482,Malik Benali,2023-12-22,1,2023-12-23,22300398,21,193.0,81.6,Forward,Free Throws,66,142,15,38.3,0.26,0.65,0.46,0.32,0.47,0.63,4412,72.2,4.93,79.3,72.0,59.4,5.11,83.3,8.1,9.5,25,6.1,Medium,0,Low,38.0,73.7,Foufous de Sochaux,FFS,2023-2024
FFS_20231222_1677279668_22300398,1677279668,Sandro Matkava,2023-12-22,1,2023-12-23,22300398,25,205.7,108.9,Forward-Center,Free Throws,66,122,18,38.0,0.53,0.23,0.85,0.73,0.58,0.67,2993,82.2,5.28,92.9,73.8,72.4,5.6,76.0,9.1,7.3,20,6.1,Medium,0,Low,44.1,82.6,Foufous de Sochaux,FFS,2023-2024
FFS_20231222_1693743352_22300398,1693743352,Théo Garnier,2023-12-22,1,2023-12-23,22300398,24,185.4,83.9,Guard,Free Throws,66,164,18,38.1,0.33,0.31,0.72,0.47,0.54,0.39,3958,69.8,4.28,75.3,56.9,50.0,4.4,83.9,7.2,7.2,31,6.1,Low,0,Low,46.8,68.6,Foufous de Sochaux,FFS,2023-2024
FFS_20231222_1664883672_22300398,1664883672,Zacharie Dupont,2023-12-22,1,2023-12-23,22300398,27,205.7,113.4,Forward-Center,Free Throws,66,169,20,36.9,0.4,0.45,0.43,0.42,0.54,0.41,3555,83.5,4.52,84.8,79.4,50.0,4.34,73.8,6.3,7.3,24,6.1,High,1,Low,36.8,69.9,Foufous de Sochaux,FFS,2023-2024
FFS_20231223_1689882668_22300412,1689882668,Blaise Schneider,2023-12-23,3,2023-12-26,22300412,21,193.0,86.2,Guard,Scrimmage,138,125,15,36.6,0.51,0.45,0.64,0.66,0.42,0.31,5809,79.1,4.16,77.2,56.3,50.0,4.58,89.8,8.4,8.0,30,9.3,Medium,0,Low,36.8,74.1,Foufous de Sochaux,FFS,2023-2024
FFS_20231223_1667808794_22300412,1667808794,Devon Palmier,2023-12-23,3,2023-12-26,22300412,29,185.4,88.5,Guard,Scrimmage,138,156,20,38.1,0.47,0.28,0.76,0.63,0.44,0.51,7348,81.5,4.19,79.6,69.7,50.7,4.11,81.8,8.5,9.6,30,9.3,Medium,0,Low,41.1,74.1,Foufous de Sochaux,FFS,2023-2024
FFS_20231223_1655322242_22300412,1655322242,Douglas Hermans,2023-12-23,3,2023-12-26,22300412,32,200.7,102.1,Forward,Scrimmage,138,121,19,37.4,0.34,0.59,0.64,0.52,0.56,0.39,10116,83.8,05.04,87.3,81.5,50.0,4.99,79.9,7.1,8.4,30,9.3,Low,0,Low,42.0,72.9,Foufous de Sochaux,FFS,2023-2024
FFS_20231223_1686105743_22300412,1686105743,Julien Leroux,2023-12-23,3,2023-12-26,22300412,23,200.7,98.4,Forward,Scrimmage,138,143,17,36.9,0.38,0.55,0.29,0.69,0.67,0.42,4745,79.7,4.59,81.8,59.8,50.0,4.31,70.8,8.2,7.5,25,9.3,Low,0,Low,34.1,71.9,Foufous de Sochaux,FFS,2023-2024
FFS_20231223_1691796009_22300412,1691796009,Jérémie Kowalski,2023-12-23,3,2023-12-26,22300412,21,203.2,104.3,Forward,Scrimmage,138,125,14,38.0,0.89,0.74,0.59,0.71,0.46,0.77,8944,85.2,5.52,85.2,56.4,82.4,5.31,73.3,8.1,8.4,23,9.3,High,0,Low,23.7,81.9,Foufous de Sochaux,FFS,2023-2024
FFS_20231223_1659116774_22300412,1659116774,Kevin Rousseau,2023-12-23,3,2023-12-26,22300412,24,195.6,90.7,Guard-Forward,Scrimmage,138,174,19,37.9,0.42,0.72,0.62,0.33,0.63,0.63,10655,93.2,5.98,79.1,65.1,58.6,6.14,76.3,6.9,9.2,18,9.3,Low,0,Medium,42.2,74.4,Foufous de Sochaux,FFS,2023-2024
FFS_20231223_1687691235_22300412,1687691235,Lucas Dubois,2023-12-23,3,2023-12-26,22300412,25,198.1,99.8,Forward-Guard,Scrimmage,138,174,20,38.1,0.46,0.74,0.83,0.66,0.48,0.62,9573,86.6,5.63,93.1,65.9,52.2,5.68,75.7,6.0,8.3,26,9.3,Medium,0,Low,23.1,72.4,Foufous de Sochaux,FFS,2023-2024
FFS_20231223_1683395065_22300412,1683395065,Sékou Kanté,2023-12-23,3,2023-12-26,22300412,20,198.1,99.8,Guard,Scrimmage,138,164,19,36.9,0.31,0.41,0.58,0.6,0.44,0.66,6081,85.4,3.59,92.4,77.9,100.0,3.6,97.5,8.2,7.4,31,9.3,Medium,1,Medium,34.0,91.6,Foufous de Sochaux,FFS,2023-2024
FFS_20231223_1658085736_22300412,1658085736,Vincent Beaumont,2023-12-23,3,2023-12-26,22300412,20,223.5,106.6,Forward-Center,Scrimmage,138,135,14,36.6,0.69,0.39,0.82,0.73,0.55,0.31,8283,75.4,5.61,84.3,76.7,51.4,5.6,78.6,6.3,10.0,23,9.3,Medium,0,High,30.4,69.2,Foufous de Sochaux,FFS,2023-2024
FFS_20231223_1664883672_22300412,1664883672,Zacharie Dupont,2023-12-23,3,2023-12-26,22300412,27,205.7,113.4,Forward-Center,Scrimmage,138,139,20,37.3,0.47,0.44,0.37,0.43,0.76,0.36,10443,89.7,4.73,88.3,73.1,50.0,4.85,69.7,8.9,8.8,27,9.3,High,0,Low,46.6,76.4,Foufous de Sochaux,FFS,2023-2024
FFS_20231224_1689882668_22300412,1689882668,Blaise Schneider,2023-12-24,2,2023-12-26,22300412,21,193.0,86.2,Guard,Defense Drill,93,159,23,37.8,0.73,0.76,0.83,0.63,0.69,0.42,6350,74.4,4.37,88.3,68.5,50.0,4.44,84.3,8.0,6.9,29,7.9,High,0,Medium,59.4,73.7,Foufous de Sochaux,FFS,2023-2024
FFS_20231224_1669630158_22300412,1669630158,Cédric Yilmaz,2023-12-24,2,2023-12-26,22300412,29,200.7,104.3,Forward,Defense Drill,93,145,18,37.3,0.46,0.48,0.75,0.77,0.39,0.78,2912,73.8,4.58,94.9,62.5,50.0,4.77,68.2,8.9,8.3,31,7.9,Medium,0,Low,34.2,74.3,Foufous de Sochaux,FFS,2023-2024
FFS_20231224_1667808794_22300412,1667808794,Devon Palmier,2023-12-24,2,2023-12-26,22300412,29,185.4,88.5,Guard,Defense Drill,93,125,19,37.5,0.87,0.47,0.73,0.34,0.76,0.39,5003,76.6,4.57,89.6,81.4,59.4,4.57,74.4,7.7,7.3,28,7.9,Medium,0,Low,43.3,74.7,Foufous de Sochaux,FFS,2023-2024
FFS_20231224_1655322242_22300412,1655322242,Douglas Hermans,2023-12-24,2,2023-12-26,22300412,32,200.7,102.1,Forward,Defense Drill,93,133,15,37.4,0.83,0.65,0.77,0.32,0.7,0.56,6745,71.8,5.55,77.7,55.9,50.0,5.23,79.9,8.3,6.9,31,7.9,Medium,1,Low,57.8,70.9,Foufous de Sochaux,FFS,2023-2024
FFS_20231224_1691796009_22300412,1691796009,Jérémie Kowalski,2023-12-24,2,2023-12-26,22300412,21,203.2,104.3,Forward,Defense Drill,93,163,15,36.6,0.47,0.59,0.2,0.39,0.62,0.34,6731,87.6,05.04,85.7,59.2,78.7,4.76,67.9,9.3,8.4,30,7.9,Medium,0,Low,45.7,83.0,Foufous de Sochaux,FFS,2023-2024
FFS_20231224_1659116774_22300412,1659116774,Kevin Rousseau,2023-12-24,2,2023-12-26,22300412,24,195.6,90.7,Guard-Forward,Defense Drill,93,164,23,37.8,0.48,0.53,0.77,0.69,0.49,0.49,6060,81.0,4.83,88.6,78.8,66.6,4.53,72.0,7.1,9.3,31,7.9,Medium,0,Low,41.3,75.5,Foufous de Sochaux,FFS,2023-2024
FFS_20231224_1687691235_22300412,1687691235,Lucas Dubois,2023-12-24,2,2023-12-26,22300412,25,198.1,99.8,Forward-Guard,Defense Drill,93,117,20,37.8,0.3,0.74,0.75,0.48,0.67,0.74,7001,97.8,5.45,89.4,71.0,51.9,5.51,77.7,7.3,9.0,19,7.9,Low,0,Low,45.1,76.8,Foufous de Sochaux,FFS,2023-2024
FFS_20231224_1660138482_22300412,1660138482,Malik Benali,2023-12-24,2,2023-12-26,22300412,21,193.0,81.6,Forward,Defense Drill,93,172,19,36.7,0.58,0.52,0.85,0.41,0.77,0.45,2918,72.6,4.71,81.1,65.6,50.0,4.94,83.9,7.8,7.9,23,7.9,Medium,0,Medium,57.3,71.5,Foufous de Sochaux,FFS,2023-2024
FFS_20231224_1683395065_22300412,1683395065,Sékou Kanté,2023-12-24,2,2023-12-26,22300412,20,198.1,99.8,Guard,Defense Drill,93,150,14,37.2,0.72,0.66,0.66,0.38,0.4,0.57,5973,70.7,4.19,77.2,56.6,100.0,4.31,83.9,6.1,9.2,20,7.9,Medium,0,Low,30.5,79.3,Foufous de Sochaux,FFS,2023-2024
FFS_20231224_1658085736_22300412,1658085736,Vincent Beaumont,2023-12-24,2,2023-12-26,22300412,20,223.5,106.6,Forward-Center,Defense Drill,93,160,14,37.4,0.45,0.7,0.75,0.35,0.74,0.65,5308,82.1,4.42,80.8,69.5,52.3,4.41,68.4,8.7,6.8,19,7.9,Medium,0,Low,43.3,73.4,Foufous de Sochaux,FFS,2023-2024
FFS_20231224_1664883672_22300412,1664883672,Zacharie Dupont,2023-12-24,2,2023-12-26,22300412,27,205.7,113.4,Forward-Center,Defense Drill,93,144,23,36.6,0.78,0.31,0.36,0.44,0.53,0.72,6474,91.3,4.89,82.8,60.5,50.0,4.96,82.3,8.7,8.6,23,7.9,Medium,1,Medium,32.9,77.1,Foufous de Sochaux,FFS,2023-2024
FFS_20231225_1689882668_22300412,1689882668,Blaise Schneider,2023-12-25,1,2023-12-26,22300412,21,193.0,86.2,Guard,Free Throws,74,136,23,37.5,0.79,0.74,0.77,0.49,0.72,0.43,4629,80.5,3.8,85.2,81.4,50.0,3.79,97.2,8.1,9.4,29,5.0,Low,0,Low,31.5,76.4,Foufous de Sochaux,FFS,2023-2024
FFS_20231225_1667808794_22300412,1667808794,Devon Palmier,2023-12-25,1,2023-12-26,22300412,29,185.4,88.5,Guard,Free Throws,74,159,22,37.3,0.28,0.85,0.79,0.6,0.73,0.6,4024,68.2,4.48,93.4,75.0,51.1,4.31,93.2,6.5,8.4,23,5.0,Low,0,High,31.0,72.0,Foufous de Sochaux,FFS,2023-2024
FFS_20231225_1686105743_22300412,1686105743,Julien Leroux,2023-12-25,1,2023-12-26,22300412,23,200.7,98.4,Forward,Free Throws,74,122,15,37.4,0.57,0.67,0.44,0.72,0.58,0.43,2865,78.1,5.11,89.8,72.4,50.0,5.49,76.5,7.4,8.4,31,5.0,Medium,0,Medium,51.9,72.4,Foufous de Sochaux,FFS,2023-2024
FFS_20231225_1691796009_22300412,1691796009,Jérémie Kowalski,2023-12-25,1,2023-12-26,22300412,21,203.2,104.3,Forward,Free Throws,74,124,23,37.7,0.61,0.66,0.47,0.51,0.78,0.49,5817,79.5,4.41,76.7,65.0,78.0,4.64,71.2,6.7,9.6,29,5.0,Low,0,Medium,32.4,74.7,Foufous de Sochaux,FFS,2023-2024
